datetime,open,high,low,close,tick_volume,spread,real_volume,volume
2023-12-31 23:00:00,26486.17,26604.88,26436.75,26561.87,897,468,0,897
2023-12-31 23:15:00,26561.97,26689.59,26439.4,26605.97,899,468,0,899
2023-12-31 23:30:00,26607.22,26665.08,26548.28,26552.12,900,470,0,900
2023-12-31 23:45:00,26556.92,26701.21,26474.94,26630.24,899,468,0,899
2024-01-01 00:00:00,26632.85,26719.04,26503.15,26632.23,899,469,0,899
2024-01-01 00:15:00,26637.99,26678.14,26500.71,26526.93,899,469,0,899
2024-01-01 00:30:00,26534.38,26558.63,26246.94,26252.25,898,464,0,898
2024-01-01 00:45:00,26250.59,26403.75,26249.29,26348.03,900,464,0,900
2024-01-01 01:00:00,26345.54,26439.69,26284.33,26418.11,898,465,0,898
2024-01-01 01:15:00,26417.62,26556.85,26417.62,26540.11,899,467,0,899
2024-01-01 01:30:00,26535.68,26560.5,26377.14,26401.96,899,467,0,899
2024-01-01 01:45:00,26408.21,26421.83,26057.61,26062.94,899,461,0,899
2024-01-01 02:00:00,26056.09,26065.3,25936.34,25950.92,898,459,0,898
2024-01-01 02:15:00,25953.67,26011.07,25876.81,25988.94,900,458,0,900
2024-01-01 02:30:00,25980.21,26143.05,25951.32,26071.87,900,459,0,900
2024-01-01 02:45:00,26070.26,26345.44,26055.69,26247.53,899,461,0,899
2024-01-01 03:00:00,26248.88,26357.72,26091.19,26112.43,900,462,0,900
2024-01-01 03:15:00,26108.16,26181.27,25968.66,26014.24,897,459,0,897
2024-01-01 03:30:00,26016.29,26028.87,25905.78,25923.93,900,458,0,900
2024-01-01 03:45:00,25922.85,26047.83,25883.11,25891.91,899,458,0,899
2024-01-01 04:00:00,25890.16,25925.31,25563.44,25590.49,898,452,0,898
2024-01-01 04:15:00,25585.72,25614.91,25493.99,25585.03,899,451,0,899
2024-01-01 04:30:00,25590.71,25727.83,25589.4,25727.83,899,453,0,899
2024-01-01 04:45:00,25726.2,25853.51,25626.61,25829.73,900,453,0,900
2024-01-01 05:00:00,25828.17,25875.72,25696.36,25703.72,900,454,0,900
2024-01-01 05:15:00,25698.34,25713.27,25591.72,25632.48,898,453,0,898
2024-01-01 05:30:00,25632.77,25730.64,25521.5,25725.02,899,451,0,899
2024-01-01 05:45:00,25725.37,25787.15,25569.18,25597.01,900,452,0,900
2024-01-01 06:00:00,25598.77,25795.0,25561.82,25747.77,900,452,0,900
2024-01-01 06:15:00,25747.24,26017.94,25743.37,25920.74,900,455,0,900
2024-01-01 06:30:00,25920.76,25956.85,25744.67,25816.92,900,455,0,900
2024-01-01 06:45:00,25813.64,25836.76,25690.7,25753.68,900,454,0,900
2024-01-01 07:00:00,25753.82,25901.62,25742.53,25877.06,898,455,0,898
2024-01-01 07:15:00,25872.71,25878.86,25752.29,25841.54,898,455,0,898
2024-01-01 07:30:00,25840.75,26004.6,25783.45,25944.67,898,456,0,898
2024-01-01 07:45:00,25945.7,26177.84,25945.2,26177.84,897,459,0,897
2024-01-01 08:00:00,26174.42,26281.62,26009.12,26065.97,899,460,0,899
2024-01-01 08:15:00,26070.23,26107.47,25964.69,26051.42,899,459,0,899
2024-01-01 08:30:00,26046.74,26062.68,25941.98,25983.3,899,459,0,899
2024-01-01 08:45:00,25988.74,26010.21,25815.1,25872.58,898,457,0,898
2024-01-01 09:00:00,25870.52,25870.52,25702.5,25797.77,900,455,0,900
2024-01-01 09:15:00,25792.82,25877.54,25624.67,25658.67,900,453,0,900
2024-01-01 09:30:00,25658.79,25956.47,25640.76,25903.72,900,453,0,900
2024-01-01 09:45:00,25898.03,26089.91,25874.01,26083.9,899,458,0,899
2024-01-01 10:00:00,26083.37,26187.5,25961.76,26127.73,900,459,0,900
