datetime,open,high,low,close,tick_volume,spread,real_volume,volume
2023-12-31 23:00:00,6885.479,6886.997,6880.297,6885.386,450,163,0,450
2023-12-31 23:15:00,6885.451,6893.207,6884.507,6890.459,450,163,0,450
2023-12-31 23:30:00,6890.572,6895.69,6890.465,6892.883,448,163,0,448
2023-12-31 23:45:00,6892.924,6895.068,6889.538,6893.339,448,163,0,448
2024-01-01 00:00:00,6893.056,6897.02,6890.799,6891.12,450,163,0,450
2024-01-01 00:15:00,6891.042,6893.136,6886.587,6892.33,449,163,0,449
2024-01-01 00:30:00,6892.345,6893.129,6889.511,6891.737,449,163,0,449
2024-01-01 00:45:00,6891.613,6893.522,6887.801,6891.658,447,163,0,447
2024-01-01 01:00:00,6891.782,6894.617,6890.487,6892.756,449,163,0,449
2024-01-01 01:15:00,6892.588,6894.187,6889.676,6892.901,450,163,0,450
2024-01-01 01:30:00,6893.245,6895.037,6890.517,6894.207,450,163,0,450
2024-01-01 01:45:00,6894.454,6898.143,6892.514,6897.324,449,163,0,449
2024-01-01 02:00:00,6897.381,6900.097,6896.146,6897.17,449,163,0,449
2024-01-01 02:15:00,6897.413,6899.77,6890.973,6891.562,449,163,0,449
2024-01-01 02:30:00,6891.373,6893.334,6887.903,6889.245,446,163,0,446
2024-01-01 02:45:00,6889.191,6891.467,6886.834,6887.154,450,163,0,450
2024-01-01 03:00:00,6887.162,6887.175,6879.366,6880.026,450,163,0,450
2024-01-01 03:15:00,6880.213,6882.07,6876.758,6880.391,450,163,0,450
2024-01-01 03:30:00,6880.521,6882.596,6877.69,6878.368,448,163,0,448
2024-01-01 03:45:00,6878.412,6880.947,6876.809,6878.108,449,163,0,449
2024-01-01 04:00:00,6877.999,6880.837,6876.977,6880.08,449,163,0,449
2024-01-01 04:15:00,6879.714,6887.945,6879.714,6886.022,449,163,0,449
2024-01-01 04:30:00,6885.985,6887.068,6879.746,6880.716,450,163,0,450
2024-01-01 04:45:00,6880.787,6882.001,6876.323,6876.735,450,163,0,450
2024-01-01 05:00:00,6876.651,6878.885,6872.928,6876.86,448,163,0,448
2024-01-01 05:15:00,6876.613,6880.395,6875.235,6876.347,449,163,0,449
2024-01-01 05:30:00,6876.127,6879.79,6874.602,6879.109,450,163,0,450
2024-01-01 05:45:00,6878.962,6879.596,6875.532,6876.898,447,163,0,447
2024-01-01 06:00:00,6876.932,6878.754,6874.841,6876.631,448,163,0,448
