datetime,open,high,low,close,tick_volume,spread,real_volume,volume
2023-12-31 23:00:00,3385.05,3400.38,3385.05,3400.38,3448,47,0,3448
2024-01-01 00:00:00,3400.39,3414.24,3398.38,3399.655,3462,47,0,3462
2024-01-01 01:00:00,3399.668,3412.311,3399.232,3406.294,3460,47,0,3460
2024-01-01 02:00:00,3406.304,3419.089,3397.063,3397.961,3448,47,0,3448
2024-01-01 03:00:00,3397.973,3414.043,3397.973,3414.043,3449,47,0,3449
2024-01-01 04:00:00,3414.045,3418.064,3410.085,3413.398,3461,47,0,3461
2024-01-01 05:00:00,3413.404,3424.151,3407.72,3411.253,3453,47,0,3453
2024-01-01 06:00:00,3411.256,3419.93,3411.256,3416.829,3453,47,0,3453
2024-01-01 07:00:00,3416.831,3417.573,3397.595,3408.792,3450,47,0,3450
2024-01-01 08:00:00,3408.797,3414.887,3399.874,3406.382,3453,47,0,3453
2024-01-01 09:00:00,3406.385,3408.164,3397.495,3399.724,3440,47,0,3440
2024-01-01 10:00:00,3399.729,3400.677,3385.764,3391.816,3465,47,0,3465
2024-01-01 11:00:00,3391.822,3404.31,3389.742,3404.31,3456,47,0,3456
2024-01-01 12:00:00,3404.311,3411.418,3381.681,3382.064,3463,47,0,3463
2024-01-01 13:00:00,3382.074,3392.833,3382.074,3392.833,3451,47,0,3451
2024-01-01 14:00:00,3392.838,3395.042,3383.296,3384.103,3454,47,0,3454
2024-01-01 15:00:00,3384.107,3390.884,3365.692,3365.938,3439,47,0,3439
2024-01-01 16:00:00,3365.941,3373.501,3362.149,3363.788,3455,47,0,3455
2024-01-01 17:00:00,3363.793,3371.297,3361.354,3362.282,3445,47,0,3445
2024-01-01 18:00:00,3362.288,3364.463,3345.653,3360.677,3453,46,0,3453
2024-01-01 19:00:00,3360.679,3373.649,3360.679,3366.866,3446,47,0,3446
2024-01-01 20:00:00,3366.877,3376.04,3366.877,3373.43,3445,47,0,3445
2024-01-01 21:00:00,3373.431,3376.159,3363.426,3368.871,3443,47,0,3443
2024-01-01 22:00:00,3368.88,3384.029,3368.88,3384.029,3450,47,0,3450
2024-01-01 23:00:00,3384.034,3388.935,3374.305,3386.127,3446,47,0,3446
