datetime,open,high,low,close,tick_volume,spread,real_volume,volume
2024-12-31 23:00:00,8170.22,8205.71,8073.05,8079.88,3586,142,0,3586
2025-01-01 00:00:00,8080.9,8207.09,8077.58,8192.79,3594,143,0,3594
2025-01-01 01:00:00,8193.19,8371.22,8185.1,8362.52,3588,144,0,3588
2025-01-01 02:00:00,8362.23,8465.06,8357.83,8450.69,3590,147,0,3590
2025-01-01 03:00:00,8449.63,8557.77,8438.08,8526.7,3586,149,0,3586
2025-01-01 04:00:00,8526.33,8548.79,8400.55,8410.92,3592,148,0,3592
2025-01-01 05:00:00,8410.55,8484.5,8365.64,8382.44,3588,148,0,3588
2025-01-01 06:00:00,8382.8,8500.91,8336.67,8497.39,3586,147,0,3586
2025-01-01 07:00:00,8498.38,8563.66,8351.36,8559.02,3589,147,0,3589
2025-01-01 08:00:00,8558.53,8629.31,8536.92,8592.29,3587,151,0,3587
2025-01-01 09:00:00,8592.71,8622.21,8461.89,8595.64,3584,149,0,3584
2025-01-01 10:00:00,8595.89,8692.81,8567.52,8618.75,3586,151,0,3586
2025-01-01 11:00:00,8618.12,8745.37,8528.61,8727.32,3583,151,0,3583
2025-01-01 12:00:00,8728.76,8822.89,8711.49,8797.87,3589,154,0,3589
2025-01-01 13:00:00,8797.54,8807.28,8698.06,8804.29,3589,154,0,3589
2025-01-01 14:00:00,8803.89,8899.46,8750.47,8899.46,3583,154,0,3583
2025-01-01 15:00:00,8897.7,8970.65,8876.1,8929.83,3580,157,0,3580
2025-01-01 16:00:00,8931.88,9029.04,8784.13,8787.57,3583,155,0,3583
2025-01-01 17:00:00,8786.99,8974.67,8775.94,8956.72,3588,155,0,3588
2025-01-01 18:00:00,8955.65,9025.22,8892.75,8982.86,3590,157,0,3590
2025-01-01 19:00:00,8982.91,9010.41,8907.63,8919.48,3587,157,0,3587
2025-01-01 20:00:00,8920.58,8955.84,8849.15,8945.24,3591,156,0,3591
2025-01-01 21:00:00,8943.91,8995.41,8935.9,8963.33,3594,158,0,3594
2025-01-01 22:00:00,8963.41,9008.4,8783.14,8801.72,3591,155,0,3591
