datetime,open,high,low,close,tick_volume,spread,real_volume,volume
2024-12-31 23:00:00,20320.53,20330.501,20282.092,20320.156,3550,2020,0,3550
2025-01-01 00:00:00,20320.113,20325.161,20289.804,20303.803,3554,2020,0,3554
2025-01-01 01:00:00,20303.795,20303.795,20256.805,20256.805,3555,2020,0,3555
2025-01-01 02:00:00,20256.781,20278.968,20209.259,20209.259,3540,2020,0,3540
2025-01-01 03:00:00,20209.236,20300.721,20191.366,20285.217,3560,2010,0,3560
2025-01-01 04:00:00,20285.209,20319.511,20274.721,20304.035,3558,2020,0,3558
2025-01-01 05:00:00,20304.005,20444.825,20272.896,20409.021,3557,2020,0,3557
2025-01-01 06:00:00,20408.987,20453.084,20402.149,20413.964,3540,2040,0,3540
2025-01-01 07:00:00,20413.937,20427.314,20384.866,20385.204,3543,2030,0,3543
2025-01-01 08:00:00,20385.189,20403.708,20344.382,20344.382,3551,2030,0,3551
2025-01-01 09:00:00,20344.368,20380.544,20335.333,20355.544,3554,2030,0,3554
2025-01-01 10:00:00,20355.541,20365.364,20333.444,20333.444,3560,2030,0,3560
2025-01-01 11:00:00,20333.407,20333.407,20267.088,20287.455,3555,2020,0,3555
2025-01-01 12:00:00,20287.406,20296.925,20254.627,20258.519,3548,2020,0,3548
2025-01-01 13:00:00,20258.514,20287.502,20250.125,20279.889,3544,2020,0,3544
2025-01-01 14:00:00,20279.88,20279.88,20221.958,20242.346,3555,2020,0,3555
2025-01-01 15:00:00,20242.322,20291.552,20230.062,20281.437,3544,2020,0,3544
2025-01-01 16:00:00,20281.431,20314.392,20245.004,20245.004,3553,2020,0,3553
2025-01-01 17:00:00,20244.986,20313.002,20236.333,20310.457,3541,2020,0,3541
2025-01-01 18:00:00,20310.456,20407.731,20309.029,20404.021,3560,2030,0,3560
2025-01-01 19:00:00,20404.013,20417.335,20355.731,20355.731,3554,2030,0,3554
2025-01-01 20:00:00,20355.687,20364.783,20322.247,20343.32,3558,2030,0,3558
2025-01-01 21:00:00,20343.29,20348.469,20308.497,20340.366,3552,2030,0,3552
2025-01-01 22:00:00,20340.359,20348.544,20302.336,20302.336,3560,2030,0,3560
2025-01-01 23:00:00,20302.26,20302.26,20239.315,20239.315,3564,2020,0,3564
2025-01-02 00:00:00,20239.296,20269.043,20191.931,20250.564,3542,2010,0,3542
2025-01-02 01:00:00,20250.538,20250.538,20205.463,20215.887,3548,2020,0,3548
2025-01-02 02:00:00,20215.887,20279.717,20196.315,20258.747,3549,2010,0,3549
2025-01-02 03:00:00,20258.725,20258.725,20210.219,20210.219,3546,2020,0,3546
2025-01-02 04:00:00,20210.187,20275.224,20205.106,20235.929,3542,2020,0,3542
2025-01-02 05:00:00,20235.91,20263.285,20217.397,20240.817,3562,2020,0,3562
2025-01-02 06:00:00,20240.812,20263.903,20210.107,20222.6,3544,2020,0,3544
2025-01-02 07:00:00,20222.591,20222.591,20169.144,20181.085,3551,2010,0,3551
2025-01-02 08:00:00,20181.069,20197.363,20153.525,20157.465,3549,2010,0,3549
2025-01-02 09:00:00,20157.449,20157.449,20102.688,20128.558,3548,2010,0,3548
2025-01-02 10:00:00,20128.555,20198.732,20100.164,20172.633,3567,2010,0,3567
2025-01-02 11:00:00,20172.619,20181.285,20119.173,20119.173,3549,2010,0,3549
2025-01-02 12:00:00,20119.122,20216.841,20115.753,20170.365,3543,2010,0,3543
2025-01-02 13:00:00,20170.339,20170.339,20135.601,20143.442,3547,2010,0,3547
2025-01-02 14:00:00,20143.442,20206.515,20137.445,20202.685,3540,2010,0,3540
2025-01-02 15:00:00,20202.674,20236.861,20195.873,20201.013,3544,2010,0,3544
2025-01-02 16:00:00,20200.994,20237.456,20176.019,20197.406,3549,2010,0,3549
2025-01-02 17:00:00,20197.393,20197.393,20145.109,20145.109,3556,2010,0,3556
